RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
520,60234072,Customer_519,723,France,Male,73,3,117070.66987761261,2,0,1,97057.24719300213,0
521,13369720,Customer_520,442,Germany,Male,52,0,14567.508024409848,2,1,1,27898.255529391485,0
522,81819939,Customer_521,626,Germany,Male,53,1,9334.512496137488,2,0,0,24358.859943695432,1
523,83963364,Customer_522,850,Spain,Female,37,6,2411.9477889303175,2,0,1,73590.1605706613,1
524,12640328,Customer_523,495,France,Male,53,3,40334.67463461781,3,1,0,166596.49013987608,1
525,35856919,Customer_524,451,France,Female,70,2,24849.0464902823,1,1,0,124190.48582395425,1
526,67658082,Customer_525,500,France,Male,42,1,25909.828188931726,2,0,1,91567.42030651875,1
527,65395426,Customer_526,739,France,Male,39,4,250000.0,3,0,1,193772.82884549833,0
528,37348975,Customer_527,762,Germany,Female,41,10,16186.849015390899,1,1,1,94894.5009787906,1
529,21552291,Customer_528,598,Germany,Male,69,10,45995.81281492493,2,0,0,99926.73060447192,0
530,10070640,Customer_529,718,Spain,Male,57,0,250000.0,1,0,1,198584.56134373564,1
531,87498463,Customer_530,789,France,Male,66,3,2332.2433660382912,2,0,1,36337.26074768916,0
532,72976036,Customer_531,828,Germany,Female,49,1,89466.94248242602,2,0,1,59746.68480600167,0
533,95241611,Customer_532,625,Germany,Female,45,3,34781.693291606745,4,1,0,96992.8295870218,0
534,13741196,Customer_533,419,France,Female,51,4,177412.4609209247,2,0,1,119221.71983001003,0
535,29511512,Customer_534,567,Germany,Female,61,1,182231.49040977334,2,1,0,39487.32879459309,0
536,93692386,Customer_535,607,Spain,Male,41,7,36730.308297185606,3,1,0,73539.4885804991,1
537,50260456,Customer_536,624,Spain,Male,65,3,18775.451938175473,1,1,1,53086.5825755357,0
538,21720477,Customer_537,631,France,Male,50,10,41896.6723976869,2,0,0,171711.8144695008,0
539,23217648,Customer_538,761,Spain,Female,18,0,250000.0,2,0,1,168833.7332077091,0
540,32558781,Customer_539,777,Germany,Male,58,1,24783.63306990386,1,0,0,56774.29073875436,1
541,69946863,Customer_540,632,Spain,Female,25,5,250000.0,3,1,1,93529.83647190174,0
542,72784216,Customer_541,759,Germany,Male,57,5,128356.76711778119,3,0,1,134360.04504912702,0
543,42425301,Customer_542,685,France,Female,58,4,23342.01478553897,3,1,1,20662.135008964913,0
544,80373772,Customer_543,656,France,Female,49,10,117431.50954907644,4,0,0,178063.30418917545,0
545,98146618,Customer_544,740,Germany,Male,53,2,3831.165313211932,2,1,0,107866.90917711593,0
546,36778642,Customer_545,657,Germany,Female,61,2,59565.999194750024,3,1,0,54268.83545548878,0
547,70995760,Customer_546,850,Spain,Female,37,10,33161.52651933751,2,1,1,86338.23235386373,0
548,56547339,Customer_547,506,Germany,Male,56,3,41756.840462959706,4,1,0,181466.3139923025,1
549,24573458,Customer_548,598,France,Female,62,2,48020.87777180189,1,0,0,16257.25195263993,0
550,57911176,Customer_549,637,Germany,Female,71,6,52394.060441065216,1,1,1,38490.312577351884,0
551,39264326,Customer_550,693,Spain,Male,28,4,80123.46095270655,1,1,1,47900.76851488808,0
552,92896667,Customer_551,776,Spain,Female,51,1,89496.51466457824,1,0,1,22913.387239233765,1
553,63953229,Customer_552,647,Germany,Female,30,1,250000.0,2,1,1,54027.089217608394,0
554,98132318,Customer_553,507,Spain,Female,29,2,107907.12648074335,1,0,1,165543.45238578715,0
555,66294783,Customer_554,734,Spain,Male,50,0,87307.81097852885,1,0,0,110891.36452984413,1
556,69145779,Customer_555,725,France,Male,46,10,37375.15689638891,1,0,1,125653.96787715955,1
557,56977874,Customer_556,455,Germany,Male,62,1,9400.92245173423,2,0,1,40957.36754847961,1
558,39365614,Customer_557,649,France,Male,39,1,4544.048862993519,2,0,0,64023.70014756672,0
559,99268367,Customer_558,490,France,Female,42,5,48711.290267061275,2,0,1,184446.45360784058,0
560,57010676,Customer_559,583,Spain,Male,48,6,82754.53799758358,1,0,1,51235.743024018586,1
561,61371106,Customer_560,559,France,Male,32,6,78770.92100304287,2,1,0,182422.12445058415,0
562,47327243,Customer_561,730,Germany,Male,34,2,229099.76315104373,1,1,1,136540.11419834188,0
563,79426200,Customer_562,661,Germany,Male,61,10,36147.210994018766,1,0,0,106312.3856352108,1
564,79872506,Customer_563,521,Germany,Female,36,3,74121.03347281969,2,1,0,44360.74753925188,0
565,20198499,Customer_564,738,France,Female,62,2,164109.78385940837,3,0,1,138497.00888062327,0
566,47342772,Customer_565,506,Germany,Male,54,8,38823.38133637525,3,0,0,178588.79900759403,0
567,54362902,Customer_566,683,Germany,Female,21,1,48719.68258247087,4,1,1,41691.35167267182,0
568,10197775,Customer_567,568,France,Male,52,9,192269.8438431704,2,0,1,12752.195488629435,0
569,45940920,Customer_568,613,France,Male,52,3,59928.41356621502,2,0,0,151018.4776190989,1
570,94673574,Customer_569,700,France,Female,51,10,120561.71273567522,4,0,0,124717.2110986609,0
571,33614649,Customer_570,702,France,Female,42,1,205725.8881551573,2,1,0,106371.68496920173,0
572,88507230,Customer_571,783,Spain,Female,30,10,63482.52429117727,1,1,0,97508.86939669584,0
573,27310852,Customer_572,641,France,Female,65,5,8671.553645681257,3,1,1,105337.1642172083,1
574,88535842,Customer_573,680,France,Female,43,4,129321.56211416861,1,0,0,82160.9688242306,0
575,64564054,Customer_574,606,Germany,Female,31,2,127691.43106382631,3,1,1,27099.626599566574,0
576,72989020,Customer_575,668,Germany,Male,51,10,9161.317841909637,1,0,1,157737.4972346922,1
577,40773482,Customer_576,693,France,Female,33,2,59575.08980247865,1,1,1,99729.78024662638,1
578,88733130,Customer_577,640,France,Male,30,3,50073.47838391005,2,0,1,167012.70047937494,0
579,87273675,Customer_578,469,France,Male,39,7,140878.71335018662,1,1,0,196642.3176707785,0
580,12276360,Customer_579,683,Germany,Male,35,1,24080.281597306,3,1,0,43946.39727577164,0
581,59437769,Customer_580,686,Germany,Male,31,1,41670.73590618566,3,1,1,161083.52466556965,1
582,41665404,Customer_581,581,France,Male,57,7,69625.54899690884,2,1,0,195756.3395972364,1
583,95218477,Customer_582,521,Germany,Female,43,0,54618.47995833918,2,0,0,148074.83229769504,1
584,67849484,Customer_583,797,Germany,Female,63,8,232639.10544590728,3,0,0,57929.52655816926,1
585,26434343,Customer_584,699,France,Male,32,4,242658.41556334018,3,1,0,180489.50496746486,0
586,54079273,Customer_585,627,Germany,Male,19,3,6381.922533842562,2,1,0,161034.34192471427,0
587,50201137,Customer_586,536,France,Female,47,1,26520.2954259092,3,1,0,96239.69225004592,1
588,82571674,Customer_587,567,Spain,Male,72,7,567.250937899302,3,0,1,119462.03765146495,1
589,90497273,Customer_588,780,Spain,Female,52,8,40578.36817585952,1,0,1,147601.02690293617,0
590,90954884,Customer_589,663,Spain,Female,92,3,81384.06504029529,3,0,1,35048.200121945294,0
591,67235484,Customer_590,594,Germany,Female,49,2,47797.89979624952,3,0,1,186235.48175327195,0
592,72182821,Customer_591,700,Spain,Male,48,1,5215.8773463740545,3,0,0,197626.4205225572,0
593,86835154,Customer_592,568,Germany,Male,18,7,16357.618523599494,2,0,1,73861.63860260019,0
594,90768647,Customer_593,800,France,Male,51,5,14272.720607600186,2,0,1,146312.86900689764,1
595,93273068,Customer_594,785,Spain,Male,47,1,53674.13813794619,1,1,1,90963.49541875508,0
596,33020885,Customer_595,603,Germany,Male,38,7,84915.7865206109,3,1,0,16813.412540240734,0
597,11286643,Customer_596,587,Spain,Male,42,10,28520.492955875485,2,0,1,192214.0957236378,1
598,87031056,Customer_597,388,Germany,Male,43,0,10484.326259474728,2,1,0,38401.982072656756,1
599,51869822,Customer_598,501,Germany,Male,42,7,120183.79656554623,2,0,1,25707.65856798188,0
600,16200646,Customer_599,516,France,Female,76,9,146585.97150173076,2,0,1,169317.79063316053,0
601,84092760,Customer_600,663,Germany,Male,39,10,24272.883151510905,3,0,0,17968.774881819965,1
602,24509187,Customer_601,617,Germany,Female,47,1,40951.28618265993,3,1,1,141188.6707284166,1
603,37780899,Customer_602,515,Spain,Female,38,2,6411.212967953992,3,0,0,186818.0488251505,1
604,15409861,Customer_603,621,France,Female,56,10,19378.39947785568,2,0,1,88115.18343299978,1
605,98825083,Customer_604,700,Germany,Male,47,0,109253.8835963049,4,0,0,24465.689062814745,1
606,65478034,Customer_605,702,Spain,Male,40,3,34083.14743767242,2,0,0,52715.174532537385,0
607,22831595,Customer_606,460,France,Male,18,3,69606.80568525656,2,1,1,190256.05637957124,0
608,85524262,Customer_607,637,Germany,Female,48,4,219164.50385259758,1,1,1,99268.59108733422,1
609,87189210,Customer_608,511,Spain,Male,40,2,96453.2340422292,4,1,1,113582.38795779535,0
610,10448345,Customer_609,740,France,Male,44,10,45310.01110109932,2,1,0,40990.53628716743,1
611,86246546,Customer_610,728,France,Female,27,1,34282.18436711177,1,1,0,184546.05586969186,1
612,84936358,Customer_611,560,France,Male,66,5,15852.890911892164,2,0,0,109017.42815288408,1
613,25814828,Customer_612,573,France,Female,57,3,105837.09660918744,2,1,0,111227.46034714389,0
614,58763532,Customer_613,603,Germany,Female,66,1,8944.687581024253,4,1,1,120117.60553656015,0
615,48538877,Customer_614,424,Germany,Female,62,1,4751.936495207347,2,1,0,156164.53388283262,0
616,83851335,Customer_615,683,France,Male,53,10,8305.511605545427,2,1,1,49825.1556190326,0
617,54196734,Customer_616,622,France,Female,27,4,20870.028677094935,3,1,0,189126.65601464704,1
618,99630668,Customer_617,747,Germany,Female,72,4,73988.08387901104,2,1,1,44635.00962004491,1
619,90558427,Customer_618,540,Spain,Male,31,7,148174.4423073489,1,0,0,48781.776217883445,0
620,48503931,Customer_619,588,France,Female,40,0,250000.0,3,1,0,13925.750285569799,0
621,29164528,Customer_620,499,Germany,Male,55,6,98613.39952217553,3,0,1,15296.586029132199,0
622,97580056,Customer_621,549,Germany,Male,56,0,11834.794913032963,1,1,1,92383.48018573964,1
623,30812709,Customer_622,531,Spain,Female,53,6,24399.09760626807,3,0,1,46060.60942511133,1
624,99589817,Customer_623,749,Germany,Male,38,0,10616.121964795333,2,0,0,51511.146644158056,0
625,62203051,Customer_624,580,France,Male,35,8,9209.348276728171,2,0,0,197717.6505228461,0
626,49301804,Customer_625,662,Germany,Male,83,5,62903.32597810328,1,1,1,186674.4820189922,0
627,14848287,Customer_626,611,France,Male,44,2,177913.67461626086,1,0,1,72339.52679351937,0
628,61152700,Customer_627,523,Germany,Female,42,2,86478.47910938191,2,1,1,76240.30171580517,0
629,53750190,Customer_628,633,France,Male,34,0,120952.06460047711,1,0,1,66620.50125584615,0
630,79334164,Customer_629,709,France,Male,48,10,53210.49384425586,1,0,0,177803.86289343255,0
631,62187215,Customer_630,529,Germany,Male,47,0,48372.66235673601,3,1,0,30105.4612666959,1
632,88998740,Customer_631,730,France,Male,44,3,207925.6358795455,2,0,1,121632.14341808372,0
633,65257851,Customer_632,565,Germany,Female,50,1,96000.52291333917,3,1,1,46688.140038561374,0
634,58518372,Customer_633,601,Germany,Female,71,10,46122.503826135,1,0,1,154427.07463924744,1
635,22842659,Customer_634,703,Germany,Male,36,4,30325.455878213656,1,1,0,130538.6996867564,0
636,43978002,Customer_635,583,France,Female,45,0,7331.505335859767,2,0,1,84659.28823504492,1
637,12373139,Customer_636,653,Germany,Male,35,5,129020.55065399008,2,0,0,30072.136664684287,1
638,65553464,Customer_637,618,Spain,Female,49,10,13913.631161350251,3,0,1,156170.88127920713,0
639,52801198,Customer_638,662,France,Male,36,4,54272.92697481172,2,0,1,26101.94597926476,0
640,28892008,Customer_639,411,Spain,Male,37,3,76059.14963827662,3,0,0,63162.20090395173,0
641,45427853,Customer_640,467,Spain,Female,23,1,102216.2234807087,1,0,1,59375.776037208445,1
642,66882318,Customer_641,711,Spain,Female,46,0,6526.6898520555715,2,0,1,120584.41378900086,0
643,83190814,Customer_642,753,Spain,Female,51,1,805.7734359524754,2,0,0,108377.3636795428,1
644,20986868,Customer_643,558,Germany,Female,72,4,91815.33071186548,1,0,0,64292.659476812405,1
645,50480309,Customer_644,625,Spain,Female,52,7,45438.98854286468,2,1,1,92672.40220322617,0
646,49521538,Customer_645,679,France,Male,38,10,14987.736254214473,1,1,1,93801.21673406602,0
647,88815702,Customer_646,719,Spain,Male,24,7,250000.0,3,1,0,119648.905009773,0
648,70972984,Customer_647,447,Spain,Male,26,0,117533.77403131715,1,0,0,180819.7694970578,1
649,48673354,Customer_648,561,Spain,Male,25,7,64797.48670141527,3,0,0,38328.65156925443,1
650,65454431,Customer_649,616,Germany,Female,73,4,90826.59218996657,1,0,1,116660.2887575266,1
651,75557447,Customer_650,720,Spain,Female,49,3,12633.480833942338,2,1,1,15050.714293261493,0
652,93845477,Customer_651,850,Spain,Male,36,4,245708.47010634054,1,1,1,143135.55966236323,0
653,87982667,Customer_652,627,Spain,Male,30,0,250000.0,1,1,0,132240.77688693104,1
654,65860631,Customer_653,509,France,Female,32,0,78404.29182493397,3,0,1,142343.329820409,0
655,67681017,Customer_654,690,Germany,Female,35,3,82767.17431743022,3,0,0,101069.11879444399,0
656,12667867,Customer_655,782,Germany,Female,64,0,91420.95743574113,3,0,0,46792.87191571597,1
657,66987271,Customer_656,660,Germany,Female,44,3,82198.08308739627,2,1,1,96008.26382787833,0
658,51241273,Customer_657,559,France,Female,23,2,43291.216545936346,4,1,0,16033.963018106853,0
659,55718843,Customer_658,745,Spain,Male,79,10,58349.99640323268,2,1,0,83452.01773481297,1
660,78452891,Customer_659,716,France,Male,27,10,24922.322915893594,1,1,1,169578.90800405553,0
661,75432283,Customer_660,547,Germany,Male,36,10,44409.17247643315,4,0,1,75379.04569612387,1
662,81275364,Customer_661,688,Germany,Male,64,10,42966.31581907591,4,0,0,123076.8587478044,0
663,34244264,Customer_662,749,Germany,Female,51,10,25490.595702844406,2,0,0,60783.12618629553,1
664,52734307,Customer_663,768,France,Male,37,6,115880.8686477707,1,1,1,36875.14546077687,1
665,84993343,Customer_664,643,Germany,Male,26,10,39530.77288240931,1,0,1,109731.8871021646,1
666,77606426,Customer_665,614,Spain,Male,30,5,60174.50328115465,2,1,1,18326.112800303046,0
667,55791733,Customer_666,772,France,Male,31,8,12728.253382355053,3,1,1,181995.67350543346,0
668,14578238,Customer_667,528,Spain,Male,45,0,48322.0478327165,1,1,1,158012.1910990202,1
669,30814992,Customer_668,693,Germany,Female,47,5,107489.90217292118,2,0,0,199599.94391722087,0
670,31288948,Customer_669,512,Germany,Male,42,10,44094.96194816941,1,0,0,198707.98195246916,1
671,15562067,Customer_670,756,France,Male,44,3,61189.534769489495,3,0,0,148931.88681282257,0
672,48791628,Customer_671,624,Spain,Female,29,1,90725.82448767182,2,0,1,157919.6798302748,0
673,37345820,Customer_672,776,France,Female,49,3,36946.375839951615,4,0,1,111082.55624659343,1
674,45154828,Customer_673,699,Spain,Female,64,6,32688.434379723236,3,0,1,52762.46261658427,0
675,30088365,Customer_674,527,Germany,Female,42,7,6723.181934113042,2,0,0,163895.3003341546,0
676,68842658,Customer_675,792,France,Male,42,3,65469.4290027632,1,1,0,62399.35568307644,1
677,53109628,Customer_676,805,France,Female,46,1,92058.09068975838,2,0,1,134047.78525741195,1
678,23021573,Customer_677,738,Spain,Male,61,10,65286.530556185535,1,0,0,149288.1378937026,1
679,62827729,Customer_678,573,Germany,Female,31,7,25005.93043579394,3,0,0,117902.74523901193,0
680,54620658,Customer_679,619,Germany,Male,66,1,22820.102290944298,1,0,1,136448.51509943022,0
681,39933823,Customer_680,664,Spain,Female,51,8,13030.769162334596,3,1,1,66773.67446002702,1
682,90155332,Customer_681,579,Spain,Female,45,2,3609.806562579461,2,0,0,154872.1700302338,0
683,94461358,Customer_682,819,Spain,Male,63,1,41749.25502403653,1,1,0,189356.23664841554,1
684,65519128,Customer_683,664,Spain,Male,27,9,13122.975684943644,2,1,0,102776.60258420774,1
685,61509697,Customer_684,379,Spain,Female,52,10,88031.96452125981,3,0,1,34380.658783565785,0
686,96966281,Customer_685,683,Germany,Male,51,2,244737.57160034092,2,0,1,128345.40996480163,0
687,17136029,Customer_686,615,Germany,Male,30,0,5724.099437207004,1,0,1,75911.55839938324,1
688,97350522,Customer_687,642,France,Male,51,1,167588.49698695983,1,0,1,90549.16454627983,0
689,69994988,Customer_688,613,Germany,Male,49,10,80408.60517838979,2,0,0,40154.78703978911,0
690,46869124,Customer_689,730,Spain,Female,42,10,147608.06728747758,2,1,1,129488.89373597763,0
691,31496823,Customer_690,761,Germany,Male,57,3,12627.746699817306,3,0,1,159908.98925418218,0
692,16285088,Customer_691,678,Germany,Female,36,1,177720.12398674455,2,0,0,155988.3514287804,1
693,59907857,Customer_692,616,Germany,Male,49,1,237527.88286206676,1,1,1,198839.29118621664,0
694,89569119,Customer_693,645,France,Female,43,10,177906.48029394005,1,1,1,51566.733195638204,0
695,81021806,Customer_694,651,France,Female,35,1,115458.28668018377,1,1,0,183816.08603004692,1
696,17468810,Customer_695,569,Spain,Female,52,3,7098.381301176245,3,1,1,149616.28701607726,0
697,11635156,Customer_696,707,Spain,Female,41,6,18704.93022905928,3,0,1,144881.09856087336,0
698,35301054,Customer_697,696,France,Male,22,1,183255.18899504718,3,0,1,140410.8223733903,0
699,87264088,Customer_698,804,Germany,Male,18,1,19546.303316858986,3,0,1,113018.03584665309,1
700,15001045,Customer_699,775,Germany,Female,56,2,32045.415935400655,2,0,1,82927.11422456936,1
701,81572282,Customer_700,581,France,Male,26,5,3884.6561024678317,4,1,1,189318.09895734096,0
702,38267184,Customer_701,732,Spain,Male,49,8,74183.36012799735,1,0,1,40053.377405397565,0
703,14345760,Customer_702,554,Germany,Female,45,3,62138.31977990261,3,1,1,44743.73163611371,0
704,33930984,Customer_703,719,Spain,Male,39,0,244813.37703499757,1,1,1,14737.104346863109,0
705,46805730,Customer_704,598,Germany,Male,74,2,167161.5166231599,2,0,1,150891.10056965845,1
706,48019582,Customer_705,547,Spain,Male,47,0,52882.96402448196,2,0,0,180018.3625197063,0
707,68720660,Customer_706,678,Germany,Male,56,0,70493.30692216214,1,0,1,46639.52972700208,1
708,65229238,Customer_707,382,Spain,Female,49,4,39979.936032694604,2,0,1,18072.866899800872,1
709,28100699,Customer_708,474,Spain,Female,41,10,10656.949831335469,2,0,0,57578.159062260056,0
710,11722320,Customer_709,632,Spain,Male,44,9,151752.616140272,2,1,0,178074.62896970642,0
711,23298372,Customer_710,658,France,Female,66,7,59811.21345097022,3,1,0,14636.989317262734,0
712,39702914,Customer_711,613,Spain,Female,61,6,41555.05690543558,1,0,1,30646.304440318618,0
713,91550308,Customer_712,492,France,Female,74,10,5319.146378813577,1,0,0,16295.925107603525,1
714,41657524,Customer_713,568,France,Female,48,6,82107.74288637625,3,0,1,189281.2421265151,0
715,41206052,Customer_714,689,Spain,Male,31,4,38270.046694246426,2,1,0,37117.3356495279,0
716,40413513,Customer_715,708,France,Male,38,2,21946.65569310657,2,1,1,181230.40416302622,0
717,35329097,Customer_716,648,France,Male,27,0,157017.52591544046,4,0,0,100785.73032120972,1
718,22243026,Customer_717,765,France,Female,56,3,15216.7381765876,2,0,1,85980.85255128534,1
719,66024141,Customer_718,689,Germany,Male,36,10,54273.55253359689,1,0,0,91944.59373062129,1
720,85356616,Customer_719,575,Spain,Male,18,4,119133.00094658339,2,1,1,90466.95569546023,0
721,27864557,Customer_720,621,France,Male,81,1,141822.80632417873,3,0,0,75971.5277509977,1
722,16195200,Customer_721,509,Spain,Female,36,5,128072.39595813409,2,1,0,164345.83245062357,0
723,81086130,Customer_722,639,France,Male,36,3,170205.37821256506,2,0,0,107296.42401515886,0
724,63363404,Customer_723,761,Spain,Female,70,10,11517.58426717047,2,0,0,198292.73142915248,1
725,94729603,Customer_724,718,France,Female,26,0,211581.17059354612,2,0,1,109138.22867808075,1
726,52489277,Customer_725,790,Germany,Female,62,6,814.628088912919,1,0,1,165791.83518193982,0
727,23832640,Customer_726,619,Germany,Female,36,5,22168.891692585235,1,0,1,151967.23912956618,1
728,76360176,Customer_727,784,Germany,Female,25,10,6583.591091957831,2,1,0,87157.34335988463,1
729,40061031,Customer_728,630,France,Male,70,4,218262.20602568256,2,1,0,160170.05874467382,0
730,77201057,Customer_729,797,Spain,Female,58,10,41365.193371443645,3,1,0,40784.56942373219,0
731,71902171,Customer_730,647,France,Female,58,0,28404.73574044056,1,1,0,49898.43998886821,1
732,90197726,Customer_731,720,Germany,Female,50,0,13711.99804233403,1,0,0,128187.37804118273,0
733,95072967,Customer_732,797,France,Male,53,2,12704.029363396197,1,1,0,145649.4944307722,1
734,75812633,Customer_733,630,Spain,Male,26,4,71380.57095097008,2,0,0,132887.9296293246,1
735,97220897,Customer_734,671,Germany,Male,46,2,3617.152240045032,2,0,0,107569.24939757035,1
736,42043445,Customer_735,778,France,Male,31,1,67666.21370531278,2,0,0,37513.77007884192,0
737,91052418,Customer_736,636,Spain,Female,24,4,111757.33079665848,1,0,0,81817.51222340827,0
738,96601594,Customer_737,517,Germany,Female,51,4,68912.33425011885,2,0,0,125551.89934913725,1
739,46213003,Customer_738,850,Spain,Male,62,3,131402.383288735,3,0,0,54180.517606851405,1
740,26689088,Customer_739,603,Spain,Female,39,0,23117.761501906632,2,0,1,131758.85083713324,1
741,98720437,Customer_740,665,Germany,Male,41,10,6023.391598394856,2,1,1,55727.437169832454,0
742,17102173,Customer_741,765,France,Male,27,4,95738.23999708127,1,1,0,30024.91886314438,0
743,55388538,Customer_742,589,France,Male,45,1,132076.4379997208,3,1,0,72694.63179237087,1
744,48720111,Customer_743,549,France,Female,56,5,52237.94158789218,2,1,0,62975.87883867077,1
745,58515838,Customer_744,675,France,Male,56,1,128867.38197128622,3,0,1,164279.24471557856,1
746,71356950,Customer_745,470,Spain,Male,53,3,45925.50967417942,2,1,0,102702.7796192923,1
747,32064334,Customer_746,621,France,Female,35,2,16597.858896313533,1,0,0,23653.78218424374,0
748,24681316,Customer_747,674,France,Female,35,10,48240.25723875175,2,1,0,165244.08184025812,0
749,71681549,Customer_748,623,Spain,Female,56,10,18246.248463529766,2,0,0,62209.941683526355,1
750,81209537,Customer_749,495,Spain,Female,57,0,47903.90926669945,2,1,0,118577.762911916,1
751,58840101,Customer_750,809,Germany,Female,42,0,11973.191372155678,3,1,0,113613.39378849922,1
752,72468859,Customer_751,660,Spain,Female,38,1,15394.279639279,1,0,1,194638.99382617284,1
753,60305761,Customer_752,793,Germany,Male,62,4,160862.70208420226,1,1,1,59618.824812100334,0
754,39367077,Customer_753,623,Germany,Female,39,0,9235.33500244865,1,0,1,38941.332884074975,0
755,71580593,Customer_754,561,France,Female,56,8,19046.720625720074,3,0,0,60276.02599508024,0
756,60011985,Customer_755,676,France,Female,42,2,250000.0,1,0,0,120195.6474584179,0
757,84062621,Customer_756,628,France,Male,29,4,64354.9121046887,2,1,1,52574.01378841219,0
758,42843745,Customer_757,532,Spain,Female,69,3,66108.95452073254,2,0,0,75734.02574319925,1
759,29350835,Customer_758,796,Spain,Male,46,10,139810.67142474762,2,1,0,135568.16764061298,0
760,79562616,Customer_759,587,France,Male,34,0,55725.68666551784,3,1,1,33533.289595806746,0
761,70084389,Customer_760,465,France,Male,24,6,18806.13964690034,1,1,1,189687.10039280017,0
762,67597408,Customer_761,782,Spain,Male,25,5,41174.16953216266,1,1,0,111885.30549484341,0
763,20320855,Customer_762,599,Germany,Female,39,5,105487.66389821474,2,1,1,102699.55800943216,0
764,28130254,Customer_763,589,Germany,Female,73,2,154442.59438256206,2,1,0,79987.04075804437,1
765,81766557,Customer_764,473,France,Female,36,0,23933.190395058085,2,1,1,57872.22245281693,0
766,89945266,Customer_765,824,France,Female,66,5,22783.345313759517,2,1,0,102662.62980326019,1
767,53558992,Customer_766,521,France,Female,43,8,29768.556140729786,3,0,0,103203.66515438053,0
768,61628164,Customer_767,655,Germany,Female,27,0,68014.6553523579,3,1,0,22161.605963376373,0
769,75377052,Customer_768,741,France,Male,37,2,24482.659934258278,3,0,1,171239.13196717485,1
770,97349431,Customer_769,692,Germany,Male,25,0,167715.52059060705,3,1,0,166222.9465410016,1
771,91251088,Customer_770,644,Spain,Female,32,4,250000.0,1,1,1,95956.55384023326,0
772,45409403,Customer_771,479,Spain,Female,31,7,85251.58619852533,1,1,0,75034.19976044961,0
773,26045907,Customer_772,569,Spain,Female,18,5,250000.0,3,1,1,105588.78846164294,0
774,72754884,Customer_773,668,France,Female,67,1,25460.053010081643,2,1,0,53307.133100463645,1
775,58458273,Customer_774,571,Spain,Female,48,0,126624.0529617262,2,0,0,11746.706542926277,0
776,25734209,Customer_775,670,Germany,Female,34,7,85093.91675993474,3,0,1,78339.88765461091,0
777,79800140,Customer_776,718,Germany,Male,48,1,22907.077988473542,3,1,0,14980.256133185285,0
778,46081386,Customer_777,746,Germany,Male,32,0,28749.22384756564,2,1,1,19256.511720656774,0
779,83658410,Customer_778,527,France,Female,18,4,50299.005456664345,2,0,0,17140.28694965643,1
780,67395058,Customer_779,850,France,Female,89,1,117637.79546619962,1,0,0,177394.6710711893,1
781,35827438,Customer_780,726,Germany,Female,47,9,154309.72519910728,2,1,1,38644.150938861945,0
782,26663288,Customer_781,649,Germany,Male,36,0,75373.29501327817,3,1,0,59506.36397177956,1
783,23081782,Customer_782,758,Germany,Male,18,2,95895.86131794333,2,0,0,103956.02928906122,1
784,69387253,Customer_783,850,Germany,Male,22,1,22974.056141880155,1,0,0,111312.26741826824,0
785,53669391,Customer_784,506,Spain,Male,69,5,101340.26320631502,4,0,1,34586.18796324866,1
786,78181511,Customer_785,627,Germany,Male,67,3,69661.38067774086,2,1,1,182943.9799493264,0
787,48660995,Customer_786,412,France,Female,56,7,18915.9854059076,1,1,1,55124.76748740847,1
788,18234679,Customer_787,669,France,Female,28,3,224960.9036067726,1,1,1,189175.49318208324,1
789,33240984,Customer_788,686,France,Male,67,0,53940.21908157471,3,0,1,59984.4272250434,1
790,32383810,Customer_789,646,France,Female,51,1,118659.3331481457,3,1,1,12076.704896411331,0
791,75438362,Customer_790,584,France,Male,54,10,55929.85073575373,2,1,0,194690.56819596607,0
792,58566364,Customer_791,445,Germany,Male,51,2,202658.89298176125,2,1,1,102722.08767117884,0
793,28727583,Customer_792,687,Germany,Male,22,4,11423.374046239338,4,1,0,177148.08483943396,1
794,79019569,Customer_793,795,Spain,Female,27,10,59249.90432631543,1,1,0,149941.1486995371,0
795,45156028,Customer_794,590,Spain,Female,37,0,1910.7597820523583,2,0,1,45315.844680982256,0
796,30568697,Customer_795,694,Spain,Female,54,5,16491.812834986482,1,0,0,170840.01090344304,1
797,31900338,Customer_796,493,Germany,Female,24,1,24744.808881672627,2,1,1,21211.366289839458,1
798,51311634,Customer_797,695,Spain,Female,42,1,47986.13257447468,2,1,0,107213.99264913349,0
799,49902996,Customer_798,610,Germany,Male,42,1,128681.8572253407,3,1,1,59463.94405707778,1
800,64481924,Customer_799,573,France,Male,56,8,47143.93861835432,2,0,1,79712.28834862205,0
801,15723601,Customer_800,573,Germany,Male,55,2,61776.17845659738,3,1,0,154215.16517870888,1
802,26618153,Customer_801,610,Germany,Female,29,0,193330.3100060597,3,0,0,140340.18285162325,1
803,99165628,Customer_802,688,France,Female,66,0,105957.87523438265,1,0,0,94501.49640784177,1
804,12382357,Customer_803,518,France,Female,27,0,3863.0557625264037,4,1,1,20239.205708550588,0
805,85012933,Customer_804,610,France,Male,61,10,14560.972741607286,2,1,0,19108.283038835987,0
806,23630084,Customer_805,645,Spain,Male,36,2,2922.521847627721,2,1,0,143886.1434982602,0
807,62576779,Customer_806,540,Spain,Male,47,10,5366.732550959164,1,1,1,190351.28573692028,1
808,90890201,Customer_807,829,Spain,Female,48,8,31033.634931721692,2,1,0,171216.52871018,1
